Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Segment,Days since last purchase
43,Male,High,Married,High School,Middle,Travel & Leisure (Flights,201.53,5,Online,2,3,1.0,,Not Sensitive,1,6,High,Tablet,Other,False,True,Wants-based,No Preference,11,other,355
38,Male,Middle,Divorced,Bachelor's,High,Arts & Crafts,244.6,12,Online,4,4,2.0,Medium,Somewhat Sensitive,0,6,,Tablet,Other,False,False,Wants-based,Standard,3,Solid customer,270
21,Male,Middle,Widowed,Bachelor's,High,Software & Apps,320.5,10,In-Store,3,4,2.0,Low,Somewhat Sensitive,0,9,Low,Tablet,Cash,True,False,Need-based,Express,9,Can't lose,447
27,Male,Middle,Widowed,Master's,Middle,Jewelry & Accessories,91.63,3,In-Store,5,2,2.0,,Not Sensitive,0,10,,Tablet,Debit Card,True,True,Wants-based,Standard,2,other,326
35,Male,Middle,Married,Master's,High,Sports & Outdoors,251.93,8,In-Store,3,2,1.0,High,Very Sensitive,2,3,,Tablet,Debit Card,False,False,Need-based,Standard,7,other,506
30,Male,Middle,Married,Bachelor's,Middle,Luxury Goods,477.35,4,Online,2,5,0.0,High,Very Sensitive,1,2,Low,Desktop,PayPal,False,False,Need-based,No Preference,14,other,145
31,Male,High,Widowed,Master's,Middle,Baby Products,86.63,10,Mixed,3,1,2.0,Medium,Somewhat Sensitive,2,2,Low,Tablet,Cash,True,False,Wants-based,Express,3,Regular,262
50,other,High,Divorced,High School,High,Health Care,474.42,4,In-Store,2,3,0.0,Medium,Not Sensitive,1,9,,Desktop,Debit Card,True,False,Need-based,No Preference,5,other,243
34,Female,High,Widowed,High School,High,Gardening & Outdoors,429.24,7,Mixed,3,5,1.0,High,Not Sensitive,0,1,Low,Tablet,Debit Card,False,False,Need-based,No Preference,10,Can't lose,421
24,Female,High,Married,High School,High,Home Appliances,470.38,8,Mixed,2,4,0.0,Medium,Not Sensitive,2,3,High,Smartphone,Other,True,True,Impulsive,Standard,9,Solid customer,192
32,Female,Middle,Single,Master's,High,Gardening & Outdoors,495.8,4,Mixed,1,2,1.0,Low,Not Sensitive,0,7,,Tablet,PayPal,True,True,Wants-based,Standard,10,other,248
21,Female,High,Widowed,Bachelor's,Middle,Electronics,129.64,4,In-Store,3,1,2.0,,Not Sensitive,1,3,Low,Desktop,Debit Card,False,True,Need-based,Express,3,other,360
41,Male,Middle,Single,Master's,High,Mobile Accessories,473.77,9,Online,3,1,2.0,Medium,Very Sensitive,2,9,,Desktop,PayPal,False,False,Wants-based,No Preference,13,Can't lose,385
40,Female,High,Married,High School,Middle,Electronics,130.84,4,Online,5,5,2.0,Medium,Very Sensitive,2,10,Low,Tablet,PayPal,True,True,Need-based,Standard,13,other,251
48,Male,Middle,Single,Master's,High,Groceries,436.54,12,Online,3,3,0.0,Medium,Very Sensitive,1,8,Low,Smartphone,Debit Card,True,False,Wants-based,No Preference,9,Solid customer,357
25,Female,Middle,Widowed,Bachelor's,Middle,Animal Feed,264.01,4,In-Store,3,4,0.0,High,Somewhat Sensitive,1,5,,Desktop,Other,True,False,Need-based,No Preference,2,other,213
30,Female,High,Divorced,Bachelor's,High,Travel & Leisure (Flights,58.27,2,In-Store,5,4,1.0,Medium,Somewhat Sensitive,1,4,Medium,Smartphone,Cash,False,True,Need-based,No Preference,13,other,219
25,Male,Middle,Single,Master's,High,Sports & Outdoors,190.76,10,In-Store,5,5,2.0,,Not Sensitive,1,3,High,Desktop,Other,False,False,Planned,Express,11,other,196
40,Female,High,Widowed,Master's,High,Animal Feed,105.76,8,Online,4,4,2.0,,Very Sensitive,1,8,Medium,Tablet,Credit Card,False,False,Planned,Express,4,other,490
24,Female,Middle,Single,Master's,High,Hotels,254.29,9,Mixed,5,4,0.0,Medium,Somewhat Sensitive,1,7,Low,Smartphone,Cash,False,False,Impulsive,Express,3,other,387
49,Male,Middle,Divorced,Bachelor's,High,Sports & Outdoors,435.52,9,Online,5,3,2.0,High,Not Sensitive,1,2,Medium,Desktop,Debit Card,True,False,Impulsive,No Preference,11,Solid customer,191
50,Female,High,Married,Master's,Middle,Office Supplies,235.49,5,In-Store,4,3,1.0,High,Somewhat Sensitive,1,6,,Smartphone,Cash,True,False,Impulsive,Express,5,other,374
45,Male,High,Widowed,Master's,Middle,Mobile Accessories,161.34,3,Mixed,2,3,2.0,High,Very Sensitive,1,8,Medium,Tablet,Credit Card,True,False,Impulsive,No Preference,4,other,236
19,Male,High,Single,Master's,High,Mobile Accessories,167.67,11,In-Store,5,2,1.0,High,Very Sensitive,0,6,Medium,Smartphone,Credit Card,False,True,Need-based,Express,5,other,430
50,Female,Middle,Widowed,High School,High,Food & Beverages,96.68,10,Mixed,5,2,2.0,High,Somewhat Sensitive,2,3,,Smartphone,Credit Card,True,False,Planned,No Preference,10,At risk,404
32,Male,High,Married,Master's,High,Gardening & Outdoors,234.58,3,Mixed,5,5,2.0,Low,Very Sensitive,2,6,,Desktop,PayPal,True,False,Impulsive,Standard,1,other,394
21,Male,Middle,Married,Master's,Middle,Furniture,156.48,7,In-Store,5,1,0.0,Low,Not Sensitive,2,5,Medium,Desktop,Other,False,True,Wants-based,No Preference,4,other,435
27,other,High,Widowed,Bachelor's,Middle,Jewelry & Accessories,489.66,11,Mixed,5,1,0.0,High,Not Sensitive,2,6,,Tablet,Other,True,False,Wants-based,Standard,3,Can't lose,490
39,other,High,Divorced,Master's,High,Packages),161.85,9,In-Store,5,3,0.0,High,Very Sensitive,0,4,Medium,Smartphone,Other,True,False,Need-based,No Preference,10,At risk,392
34,Male,Middle,Widowed,Master's,High,Electronics,204.47,7,Online,2,1,1.0,,Very Sensitive,2,9,,Smartphone,Credit Card,True,True,Wants-based,No Preference,3,other,280
34,Female,Middle,Widowed,Bachelor's,Middle,Hotels,315.03,4,Online,1,5,0.0,High,Very Sensitive,1,6,Low,Tablet,PayPal,True,False,Planned,Express,2,other,193
42,Male,Middle,Single,Master's,High,Furniture,330.36,12,In-Store,5,5,1.0,Low,Very Sensitive,1,4,Low,Tablet,Other,True,True,Need-based,No Preference,3,Solid customer,327
42,Male,Middle,Single,Bachelor's,Middle,Toys & Games,456.83,5,Online,2,5,0.0,,Not Sensitive,0,9,High,Tablet,Credit Card,False,False,Need-based,No Preference,13,other,336
31,Male,High,Widowed,Bachelor's,High,Jewelry & Accessories,236.05,6,In-Store,2,3,0.0,,Very Sensitive,1,4,High,Desktop,Other,False,True,Need-based,No Preference,13,Regular,187
35,Female,High,Widowed,High School,High,Home Appliances,289.28,9,Online,3,5,1.0,High,Somewhat Sensitive,2,7,Medium,Tablet,PayPal,False,True,Wants-based,Express,13,other,327
27,Female,High,Married,High School,Middle,Packages),483.77,5,In-Store,1,2,0.0,,Very Sensitive,0,5,,Desktop,Credit Card,False,False,Wants-based,No Preference,10,other,306
45,Male,Middle,Married,High School,Middle,Furniture,64.5,7,In-Store,3,4,1.0,High,Somewhat Sensitive,1,7,High,Desktop,Credit Card,True,False,Wants-based,No Preference,13,other,298
43,Male,High,Married,Bachelor's,Middle,Groceries,436.57,4,Mixed,5,3,1.0,High,Not Sensitive,2,10,Low,Desktop,Debit Card,False,False,Wants-based,Standard,3,other,475
35,other,Middle,Widowed,High School,Middle,Food & Beverages,364.48,2,Mixed,3,3,0.2,,Very Sensitive,2,5,,Smartphone,Other,False,False,Planned,No Preference,13,other,238
33,Female,Middle,Widowed,Master's,High,Beauty & Personal Care,221.88,12,In-Store,1,4,2.0,Low,Somewhat Sensitive,1,6,,Desktop,Other,True,False,Need-based,Express,9,other,413
31,Female,Middle,Single,High School,Middle,Clothing,278.21,3,Mixed,5,1,2.0,Low,Somewhat Sensitive,0,7,Low,Tablet,Other,True,False,Need-based,No Preference,14,other,212
31,Female,High,Married,Master's,High,Health Supplements,344.43,7,Online,3,5,0.0,Medium,Not Sensitive,2,4,Medium,Desktop,Credit Card,True,False,Impulsive,Standard,5,other,314
26,Male,High,Single,Master's,High,Baby Products,326.08,11,In-Store,4,3,2.0,Medium,Not Sensitive,2,6,Medium,Tablet,PayPal,True,True,Impulsive,Express,8,Solid customer,326
49,Male,High,Married,Bachelor's,Middle,Gardening & Outdoors,437.97,8,Online,4,2,0.0,High,Not Sensitive,0,7,Medium,Tablet,Debit Card,True,True,Need-based,Express,12,Can't lose,415
23,Male,High,Single,Master's,High,Packages),391.87,3,Online,1,4,2.0,High,Very Sensitive,0,2,Medium,Desktop,Cash,True,False,Planned,Standard,6,other,461
42,Male,High,Single,Master's,Middle,Travel & Leisure (Flights,333.41,3,Online,2,5,1.0,High,Very Sensitive,1,6,,Tablet,PayPal,False,False,Planned,Standard,3,other,477
32,Male,Middle,Single,Bachelor's,High,Groceries,251.54,9,Online,5,1,0.0,High,Not Sensitive,2,10,Low,Desktop,PayPal,True,False,Impulsive,No Preference,1,other,225
37,Female,Middle,Single,High School,Middle,Electronics,292.08,7,In-Store,3,2,1.0,High,Somewhat Sensitive,2,9,Low,Smartphone,Credit Card,False,False,Need-based,Standard,11,At risk,408
25,other,High,Widowed,Bachelor's,Middle,Travel & Leisure (Flights,204.29,11,In-Store,5,4,0.0,,Not Sensitive,2,1,Medium,Smartphone,PayPal,False,False,Impulsive,Express,12,other,371
49,Male,Middle,Single,High School,Middle,Packages),258.68,4,Online,4,2,1.0,Low,Somewhat Sensitive,0,9,,Desktop,Credit Card,False,False,Impulsive,No Preference,9,other,212
26,Male,Middle,Married,Bachelor's,High,Gardening & Outdoors,258.02,2,In-Store,3,2,1.0,Low,Very Sensitive,2,4,High,Desktop,PayPal,True,True,Need-based,Express,13,other,195
29,Female,High,Single,Master's,Middle,Gardening & Outdoors,181.87,12,Mixed,4,1,1.0,Medium,Not Sensitive,2,4,High,Desktop,Debit Card,False,True,Wants-based,No Preference,11,other,263
26,Male,High,Divorced,High School,Middle,Groceries,81.18,8,Online,4,5,1.0,Low,Not Sensitive,2,3,High,Tablet,Cash,False,False,Impulsive,Express,3,other,370
23,Female,High,Divorced,Master's,High,Books,382.94,8,In-Store,1,3,0.0,Medium,Not Sensitive,0,6,,Desktop,Debit Card,False,False,Need-based,Standard,3,Can't lose,368
47,Female,High,Single,Bachelor's,High,Beauty & Personal Care,402.82,7,Online,4,5,0.0,,Somewhat Sensitive,2,2,Low,Smartphone,Debit Card,False,False,Wants-based,No Preference,13,other,483
30,Male,High,Single,Bachelor's,Middle,Gardening & Outdoors,497.76,2,In-Store,1,2,2.0,High,Very Sensitive,2,3,Medium,Smartphone,Credit Card,True,True,Wants-based,No Preference,4,At risk,440
26,Female,High,Single,High School,High,Furniture,227.58,5,Online,4,2,1.0,High,Not Sensitive,0,1,Low,Tablet,Credit Card,True,False,Need-based,No Preference,11,other,313
35,Female,High,Divorced,Bachelor's,High,Electronics,263.57,2,Mixed,2,3,0.0,High,Somewhat Sensitive,1,9,,Tablet,PayPal,True,True,Impulsive,Express,8,other,182
40,Male,High,Married,High School,High,Baby Products,422.09,3,In-Store,4,1,1.0,High,Not Sensitive,0,9,Medium,Tablet,PayPal,True,False,Need-based,Standard,7,At risk,417
35,Male,Middle,Married,Master's,High,Gardening & Outdoors,411.83,2,In-Store,2,3,2.0,High,Not Sensitive,1,3,Medium,Tablet,PayPal,True,True,Impulsive,Standard,10,other,389
21,Male,Middle,Single,Master's,Middle,Software & Apps,242.65,3,Mixed,5,3,0.2,,Very Sensitive,2,8,,Tablet,Cash,False,True,Planned,No Preference,9,other,317
41,Male,Middle,Widowed,Master's,Middle,Sports & Outdoors,298.93,6,Mixed,5,2,0.2,,Somewhat Sensitive,2,1,,Tablet,PayPal,True,True,Planned,Express,2,Regular,242
44,Female,High,Single,Bachelor's,High,Mobile Accessories,191.21,7,Mixed,5,4,1.0,Low,Very Sensitive,2,6,Low,Smartphone,Debit Card,False,False,Need-based,No Preference,13,other,413
44,Female,High,Married,Master's,Middle,Electronics,136.67,3,Online,3,1,1.0,Low,Somewhat Sensitive,0,2,High,Desktop,PayPal,False,True,Impulsive,Standard,1,other,336
37,Male,Middle,Widowed,Master's,High,Sports & Outdoors,324.11,11,Online,3,3,2.0,,Very Sensitive,0,2,Low,Smartphone,Cash,False,False,Impulsive,No Preference,7,Can't lose,426
40,Female,High,Widowed,Bachelor's,High,Animal Feed,105.64,6,Online,1,3,0.0,Low,Very Sensitive,2,1,,Smartphone,Other,True,True,Planned,No Preference,12,other,411
43,Male,High,Widowed,Master's,High,Electronics,295.6,10,Online,1,2,1.0,High,Somewhat Sensitive,0,9,Low,Desktop,Credit Card,True,True,Need-based,Standard,5,Can't lose,367
48,Male,Middle,Single,Master's,High,Animal Feed,227.03,9,In-Store,4,4,2.0,Low,Not Sensitive,2,7,High,Tablet,Other,True,True,Need-based,No Preference,4,At risk,408
32,Female,High,Divorced,Bachelor's,Middle,Hotels,485.77,10,Mixed,1,2,0.0,Low,Not Sensitive,2,6,,Tablet,Cash,False,False,Planned,No Preference,6,Top customer,169
37,Female,Middle,Widowed,High School,High,Animal Feed,173.43,4,In-Store,3,3,0.0,Medium,Not Sensitive,2,1,Low,Desktop,PayPal,True,True,Need-based,No Preference,14,other,360
29,Female,Middle,Widowed,High School,Middle,Baby Products,462.96,2,Online,4,2,0.0,High,Very Sensitive,2,6,High,Tablet,Cash,True,False,Planned,No Preference,3,Regular,325
36,Male,High,Divorced,High School,Middle,Mobile Accessories,203.13,10,Online,4,3,2.0,,Somewhat Sensitive,1,5,High,Tablet,Debit Card,True,False,Impulsive,Standard,6,other,280
50,Female,High,Married,Master's,High,Toys & Games,443.11,9,In-Store,1,2,1.0,,Very Sensitive,0,10,Low,Tablet,Other,True,True,Wants-based,No Preference,1,Can't lose,489
31,other,High,Divorced,High School,High,Health Supplements,254.83,2,Mixed,1,2,1.0,,Somewhat Sensitive,1,2,Low,Desktop,Credit Card,False,False,Wants-based,Standard,1,other,246
29,Female,High,Single,Master's,Middle,Luxury Goods,336.89,4,Online,2,1,2.0,Medium,Very Sensitive,1,7,High,Smartphone,Credit Card,False,False,Planned,Express,9,Regular,339
26,Male,Middle,Married,Bachelor's,Middle,Baby Products,337.17,8,In-Store,5,5,0.0,Low,Not Sensitive,1,6,Medium,Tablet,Credit Card,False,True,Wants-based,No Preference,3,Solid customer,300
22,Female,High,Single,High School,High,Food & Beverages,429.24,2,Online,2,2,2.0,Medium,Very Sensitive,0,3,,Desktop,Cash,False,False,Planned,No Preference,13,At risk,437
35,Female,High,Married,High School,High,Electronics,197.7,7,Mixed,3,5,2.0,High,Somewhat Sensitive,1,6,Medium,Desktop,Cash,False,False,Need-based,Standard,9,other,237
23,Male,Middle,Married,Bachelor's,Middle,Home Appliances,336.96,2,In-Store,5,2,2.0,High,Not Sensitive,0,7,Low,Tablet,PayPal,True,True,Impulsive,No Preference,7,other,259
40,Female,High,Married,High School,High,Packages),489.81,11,Mixed,3,2,1.0,Low,Very Sensitive,0,1,,Tablet,Credit Card,False,False,Wants-based,No Preference,3,Top customer,151
32,Female,High,Single,High School,Middle,Software & Apps,455.55,8,Mixed,4,4,1.0,High,Somewhat Sensitive,0,6,High,Desktop,PayPal,False,False,Planned,No Preference,10,Solid customer,205
29,Male,Middle,Divorced,Master's,Middle,Mobile Accessories,266.61,3,Online,3,1,1.0,Medium,Very Sensitive,2,8,,Tablet,Debit Card,True,False,Need-based,Standard,7,other,350
50,other,Middle,Married,High School,High,Travel & Leisure (Flights,460.88,5,Mixed,3,4,2.0,,Not Sensitive,2,4,High,Tablet,Cash,True,False,Impulsive,Standard,2,other,405
42,Male,High,Single,High School,Middle,Health Supplements,361.4,2,In-Store,2,5,1.0,Medium,Somewhat Sensitive,0,5,Medium,Desktop,Credit Card,False,True,Impulsive,No Preference,7,other,152
47,Female,Middle,Divorced,Master's,Middle,Baby Products,51.86,4,Mixed,3,5,0.2,Medium,Not Sensitive,2,6,High,Tablet,Credit Card,False,True,Need-based,No Preference,6,other,148
27,Male,Middle,Married,High School,Middle,Office Supplies,310.16,5,Mixed,5,3,1.0,,Somewhat Sensitive,0,4,High,Desktop,Cash,False,False,Need-based,Standard,14,other,172
40,Female,Middle,Widowed,Master's,Middle,Packages),300.73,8,Online,4,2,1.0,Low,Somewhat Sensitive,2,9,High,Desktop,Cash,True,True,Need-based,No Preference,10,other,417
28,Female,High,Married,High School,Middle,Packages),356.87,12,Mixed,1,4,0.0,High,Not Sensitive,1,9,Medium,Smartphone,Debit Card,False,True,Impulsive,Standard,10,Solid customer,222
28,Male,Middle,Widowed,High School,Middle,Clothing,82.37,6,Mixed,1,1,1.0,Medium,Not Sensitive,0,4,Medium,Smartphone,Credit Card,False,False,Impulsive,Standard,2,other,148
29,Female,High,Divorced,Bachelor's,High,Clothing,372.6,3,Mixed,4,5,1.0,High,Very Sensitive,2,6,Low,Tablet,PayPal,True,True,Planned,Express,10,other,497
29,Female,Middle,Widowed,High School,High,Animal Feed,78.32,9,Online,2,4,2.0,Low,Somewhat Sensitive,2,10,Low,Smartphone,PayPal,False,True,Need-based,Standard,7,other,297
32,Female,High,Single,Master's,High,Baby Products,71.72,12,Online,3,5,1.0,High,Somewhat Sensitive,2,5,Low,Tablet,PayPal,True,True,Wants-based,Express,13,At risk,497
39,Female,High,Single,High School,High,Luxury Goods,241.1,12,In-Store,1,5,2.0,,Not Sensitive,2,2,Medium,Desktop,Credit Card,False,True,Planned,No Preference,8,Solid customer,296
22,Male,Middle,Married,Bachelor's,High,Travel & Leisure (Flights,96.86,9,Mixed,5,5,0.0,,Not Sensitive,2,10,Medium,Desktop,Debit Card,False,True,Wants-based,Standard,7,other,298
48,Male,Middle,Divorced,Master's,High,Food & Beverages,276.25,11,In-Store,2,1,2.0,High,Not Sensitive,2,4,,Smartphone,Cash,True,True,Impulsive,Express,8,Solid customer,192
29,Male,Middle,Widowed,Master's,Middle,Office Supplies,318.45,10,In-Store,2,1,2.0,,Somewhat Sensitive,2,4,High,Smartphone,Other,False,True,Planned,No Preference,5,Solid customer,209
41,Female,High,Married,High School,High,Animal Feed,117.03,6,Online,3,2,0.0,,Very Sensitive,2,9,Medium,Tablet,Cash,False,False,Impulsive,Standard,5,other,244
50,Female,Middle,Married,Master's,High,Toys & Games,490.41,7,Online,3,5,1.0,Medium,Very Sensitive,1,10,Low,Tablet,Other,True,False,Planned,Standard,5,Solid customer,212
48,Male,Middle,Divorced,Bachelor's,High,Health Supplements,476.42,7,In-Store,1,1,1.0,High,Very Sensitive,0,2,High,Desktop,Debit Card,True,False,Need-based,Standard,2,Solid customer,255
29,Female,High,Divorced,Master's,High,Beauty & Personal Care,392.27,5,Mixed,4,5,1.0,High,Not Sensitive,0,2,Low,Tablet,Other,True,False,Wants-based,No Preference,7,Regular,309
36,Male,High,Single,Bachelor's,Middle,Hotels,207.24,9,Online,2,2,0.0,Low,Not Sensitive,0,6,,Desktop,Debit Card,True,False,Impulsive,No Preference,3,At risk,375
43,Male,High,Divorced,High School,Middle,Gardening & Outdoors,141.63,3,Online,4,1,1.0,,Somewhat Sensitive,1,8,Low,Smartphone,Cash,True,True,Planned,Express,11,other,223
30,Male,High,Widowed,Bachelor's,High,Home Appliances,244.47,5,Online,3,4,1.0,High,Very Sensitive,1,5,Low,Smartphone,Cash,False,False,Impulsive,No Preference,4,other,333
24,Male,High,Married,Master's,High,Gardening & Outdoors,251.63,9,Online,3,1,0.0,Low,Not Sensitive,0,2,High,Desktop,Credit Card,True,True,Need-based,Express,10,other,272
30,Male,Middle,Divorced,Bachelor's,Middle,Toys & Games,431.78,12,Online,1,3,1.0,Medium,Very Sensitive,1,8,Low,Smartphone,PayPal,True,False,Impulsive,No Preference,7,Can't lose,462
37,Female,Middle,Married,Master's,High,Jewelry & Accessories,303.09,2,Online,2,5,1.0,,Very Sensitive,2,9,,Tablet,Other,False,False,Impulsive,No Preference,11,other,498
40,Male,High,Married,Bachelor's,High,Travel & Leisure (Flights,341.24,9,Mixed,5,5,2.0,Low,Somewhat Sensitive,1,3,,Tablet,Credit Card,True,False,Need-based,Standard,4,Solid customer,185
30,Female,Middle,Divorced,Master's,High,Electronics,211.39,10,Online,4,5,1.0,Medium,Not Sensitive,0,1,Low,Desktop,Other,True,False,Planned,Express,1,other,377
39,Female,Middle,Married,Bachelor's,Middle,Electronics,379.21,9,Mixed,1,5,1.0,Low,Somewhat Sensitive,1,1,High,Smartphone,PayPal,True,True,Impulsive,No Preference,1,Solid customer,246
46,Female,High,Widowed,Master's,High,Mobile Accessories,309.53,8,Mixed,2,1,1.0,,Very Sensitive,2,6,,Smartphone,Cash,False,True,Planned,Standard,5,other,403
48,Male,Middle,Divorced,Master's,High,Books,359.45,6,Online,4,1,2.0,Low,Not Sensitive,1,8,Medium,Desktop,Other,False,False,Impulsive,Standard,11,other,442
20,Female,High,Widowed,High School,Middle,Hotels,479.62,8,In-Store,3,1,2.0,High,Not Sensitive,1,3,Low,Tablet,Other,False,False,Planned,Express,10,Can't lose,398
34,Male,High,Married,Bachelor's,Middle,Electronics,208.6,2,Mixed,5,1,2.0,,Somewhat Sensitive,0,5,High,Smartphone,Credit Card,True,True,Impulsive,Standard,3,other,448
50,Female,Middle,Single,Master's,High,Software & Apps,180.21,2,Mixed,5,5,0.0,,Very Sensitive,1,1,Medium,Desktop,Cash,False,True,Need-based,Express,14,other,486
25,Male,Middle,Single,High School,High,Electronics,197.9,3,Mixed,2,1,2.0,Medium,Not Sensitive,0,8,High,Desktop,Debit Card,True,True,Wants-based,Standard,14,other,490
49,Male,Middle,Single,Bachelor's,High,Home Appliances,362.3,7,Online,4,2,0.2,Low,Not Sensitive,0,4,Low,Tablet,Other,True,True,Planned,Standard,6,other,234
25,Female,High,Divorced,Bachelor's,High,Health Supplements,159.53,11,Mixed,3,4,2.0,Low,Very Sensitive,0,3,Low,Desktop,Cash,True,True,Impulsive,Express,7,other,390
40,Female,High,Widowed,High School,High,Jewelry & Accessories,149.52,9,In-Store,2,5,1.0,,Somewhat Sensitive,0,6,,Smartphone,Cash,False,False,Wants-based,No Preference,8,At risk,438
19,Female,High,Widowed,Bachelor's,High,Toys & Games,206.32,5,Online,3,3,1.0,Low,Not Sensitive,0,4,,Desktop,PayPal,True,False,Wants-based,Express,12,other,222
40,other,High,Single,Bachelor's,High,Baby Products,308.58,11,Online,2,5,2.0,Medium,Not Sensitive,0,7,Medium,Smartphone,Debit Card,False,True,Need-based,Express,12,Can't lose,366
22,Female,High,Single,High School,Middle,Groceries,91.34,5,Online,2,1,1.0,,Not Sensitive,0,1,,Smartphone,Debit Card,True,True,Impulsive,Express,6,other,498
25,Female,High,Divorced,High School,Middle,Luxury Goods,455.44,7,Mixed,4,2,1.0,Low,Very Sensitive,2,3,Low,Smartphone,Other,False,False,Need-based,No Preference,3,Can't lose,380
32,Female,High,Divorced,Master's,Middle,Baby Products,468.16,8,Online,3,5,1.0,Low,Somewhat Sensitive,1,5,High,Desktop,Credit Card,False,False,Planned,Standard,2,Can't lose,486
44,Female,High,Divorced,Bachelor's,High,Mobile Accessories,463.67,5,Online,2,4,0.3,High,Not Sensitive,2,4,,Tablet,PayPal,True,False,Need-based,Standard,5,other,319
50,Female,High,Single,High School,Middle,Gardening & Outdoors,69.78,9,Mixed,4,3,2.0,Low,Very Sensitive,0,6,Low,Tablet,Cash,True,False,Wants-based,No Preference,9,other,420
26,Male,High,Married,Bachelor's,High,Food & Beverages,453.37,10,Mixed,1,1,2.0,Low,Very Sensitive,0,6,High,Desktop,Credit Card,True,True,Wants-based,Express,9,Can't lose,437
21,Female,High,Widowed,Bachelor's,Middle,Baby Products,106.15,12,In-Store,4,4,0.3,Low,Somewhat Sensitive,0,5,Medium,Desktop,Cash,True,True,Impulsive,Standard,8,At risk,418
21,Female,Middle,Single,High School,High,Health Care,378.47,6,Online,5,2,0.33,Medium,Not Sensitive,1,10,Low,Tablet,Other,False,False,Planned,Express,2,other,165
